"","language","target","observations_per_class","top_k_words","classifier","hidden_layers","hidden_units","dropout_rate","learning_rate","epochs","Accuracy","Precision","Recall","F1"
"2276","sv","d_fr_wel",1287,20000,"MLP",3,64,0.2,0.001,100,0.845571100711823,0.85787914801919,0.845571095571096,0.851680656699777
"2277","sv","d_fr_wel",1287,20000,"MLP",3,64,0.2,1e-04,100,0.836247086524963,0.843427638088586,0.836247086247086,0.839822013861405
"2278","sv","d_fr_wel",1287,20000,"MLP",3,128,0.2,0.01,100,0.844988346099854,0.863151732254467,0.844988344988345,0.853973469071468
"2279","sv","d_fr_wel",1287,20000,"MLP",3,128,0.2,0.001,100,0.851981341838837,0.86344979128493,0.851981351981352,0.857677235760385
"2280","sv","d_fr_wel",1287,20000,"MLP",3,128,0.2,1e-04,100,0.857808858156204,0.867292537063625,0.857808857808858,0.862524629353381
"2281","sv","d_fr_wel",1287,20000,"MLP",2,16,0.2,0.01,100,0.878010888894399,0.889816078435987,0.878010878010878,0.883874061821117
"2282","sv","d_fr_wel",1287,20000,"MLP",2,16,0.2,0.001,100,0.880341867605845,0.886780994269226,0.88034188034188,0.883549705753445
"2283","sv","d_fr_wel",1287,20000,"MLP",2,16,0.2,1e-04,100,0.815850814183553,0.818693173697237,0.815850815850816,0.81726952344313
"2284","sv","d_fr_wel",1287,20000,"MLP",2,32,0.2,0.01,100,0.883449892203013,0.891187627860925,0.883449883449884,0.88730188666436
"2285","sv","d_fr_wel",1287,20000,"MLP",2,32,0.2,0.001,100,0.885003904501597,0.891200051933813,0.885003885003885,0.888091161014867
"2286","sv","d_fr_wel",1287,20000,"MLP",2,32,0.2,1e-04,100,0.813519815603892,0.818052188890219,0.813519813519814,0.815779705918487
"2287","sv","d_fr_wel",1287,20000,"MLP",2,64,0.2,0.01,100,0.883449872334798,0.890433486423396,0.883449883449884,0.886927938060346
"2288","sv","d_fr_wel",1287,20000,"MLP",2,64,0.2,0.001,100,0.887723366419474,0.894916260179397,0.887723387723388,0.891305312489632
"2289","sv","d_fr_wel",1287,20000,"MLP",2,64,0.2,1e-04,100,0.820124328136444,0.822045150129711,0.82012432012432,0.821083611738725
"2290","sv","d_fr_wel",1287,20000,"MLP",2,128,0.2,0.01,100,0.876068373521169,0.887406431227581,0.876068376068376,0.881700955297749
"2291","sv","d_fr_wel",1287,20000,"MLP",2,128,0.2,0.001,100,0.88034188747406,0.888366270512698,0.88034188034188,0.884335872639683
"2292","sv","d_fr_wel",1287,20000,"MLP",2,128,0.2,1e-04,100,0.823232332865397,0.827160505767524,0.823232323232323,0.825191739668041
"2293","sv","d_fr_wel",1287,20000,"MLP",3,16,0.2,0.01,100,0.881118893623352,0.889848184070052,0.881118881118881,0.885462018718937
"2294","sv","d_fr_wel",1287,20000,"MLP",3,16,0.2,0.001,100,0.875679890314738,0.888420019071374,0.875679875679876,0.882003943389649
"2295","sv","d_fr_wel",1287,20000,"MLP",3,16,0.2,1e-04,100,0.81468532482783,0.82676119408867,0.814685314685315,0.820678834156853
"2296","sv","d_fr_wel",1287,20000,"MLP",3,32,0.2,0.01,100,0.890831391016642,0.894295897949255,0.890831390831391,0.892560282498528
"2297","sv","d_fr_wel",1287,20000,"MLP",3,32,0.2,0.001,100,0.888888895511627,0.894680231778044,0.888888888888889,0.891775157935749
"2298","sv","d_fr_wel",1287,20000,"MLP",3,32,0.2,1e-04,100,0.831390817960103,0.83385549362233,0.831390831390831,0.83262133858425
"2299","sv","d_fr_wel",1287,20000,"MLP",3,64,0.2,0.01,100,0.878787875175476,0.887591055935919,0.878787878787879,0.8831675309794
"2300","sv","d_fr_wel",1287,20000,"MLP",3,64,0.2,0.001,100,0.878010888894399,0.887125066363878,0.878010878010878,0.882544441866782
"2301","sv","d_fr_wel",1287,20000,"MLP",3,64,0.2,1e-04,100,0.847707847754161,0.85510821026451,0.847707847707848,0.851391948163558
"2302","sv","d_fr_wel",1287,20000,"MLP",3,128,0.2,0.01,100,0.869463860988617,0.884217407324979,0.869463869463869,0.876778578406016
"2303","sv","d_fr_wel",1287,20000,"MLP",3,128,0.2,0.001,100,0.883449872334798,0.889182590074248,0.883449883449883,0.886306966954101
"2304","sv","d_fr_wel",1287,20000,"MLP",3,128,0.2,1e-04,100,0.872571885585785,0.878895246362318,0.872571872571873,0.875722144734937
"2305","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,0.01,100,0.955654084682465,0.955653883972468,0.955653883972468,0.955653883972468
"2306","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,0.001,100,0.92904657125473,0.930307334201286,0.928987217305801,0.929646807105739
"2307","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,1e-04,100,0.847006678581238,0.870835436648157,0.846725663716814,0.858611333159965
"2308","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,0.01,100,0.955654084682465,0.955653883972468,0.955653883972468,0.955653883972468
"2309","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,0.001,100,0.942350327968597,0.942504426519772,0.942330383480826,0.942417396964852
"2310","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,1e-04,100,0.889135241508484,0.88942686191151,0.889105211406096,0.889266007573287
"2311","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,0.01,100,0.951219499111176,0.951377139484556,0.951199606686332,0.951288364802494
"2312","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,0.001,100,0.951219499111176,0.951377139484556,0.951199606686332,0.951288364802494
"2313","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,1e-04,100,0.891352534294128,0.894204477907668,0.89125860373648,0.892729110591306
"2314","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,0.01,100,0.951219499111176,0.951262685862639,0.951209439528024,0.951236061950203
"2315","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,0.001,100,0.946784913539886,0.946812067337948,0.946794493608653,0.946803280391754
"2316","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,1e-04,100,0.884700655937195,0.890802989727807,0.884562438544739,0.887671746118521
"2317","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,0.01,100,0.964523255825043,0.964877578334121,0.964493608652901,0.964685555286058
"2318","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,0.001,100,0.949002206325531,0.949006882989184,0.949006882989184,0.949006882989184
"2319","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,1e-04,100,0.895787119865417,0.901461673446598,0.895919370698132,0.898681977106384
"2320","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,0.01,100,0.951219499111176,0.951819685690653,0.95117994100295,0.95149970581308
"2321","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,0.001,100,0.960088670253754,0.960132955707655,0.96007866273353,0.96010580845304
"2322","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,1e-04,100,0.902438998222351,0.902464207048458,0.902448377581121,0.902456292245376
"2323","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,0.01,100,0.949002206325531,0.950116329508261,0.948947885939036,0.949531748267564
"2324","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,0.001,100,0.955654084682465,0.955681639395846,0.955663716814159,0.955672678020973
"2325","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,1e-04,100,0.875831484794617,0.886920677361854,0.875644051130777,0.881246291160006
"2326","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,0.01,100,0.95343679189682,0.956097657486546,0.953352999016716,0.954723355655458
"2327","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,0.001,100,0.955654084682465,0.955653883972468,0.955653883972468,0.955653883972468
"2328","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,1e-04,100,0.920177400112152,0.921850315955766,0.920108161258604,0.920978414727867
"2329","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,0.01,100,0.95343679189682,0.953643672819508,0.953456243854474,0.953549949126772
"2330","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,0.001,100,0.927937924861908,0.928956563603806,0.927885939036382,0.928420942667916
"2331","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,1e-04,100,0.822616428136826,0.854248329044582,0.822291052114061,0.83796511451022
"2332","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,0.01,100,0.949002206325531,0.949094603411252,0.948997050147493,0.949045824272476
"2333","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,0.001,100,0.94345897436142,0.943755848696919,0.943436578171092,0.943596186427308
"2334","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,1e-04,100,0.870288252830505,0.877046596772717,0.870167158308751,0.873593334070898
"2335","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,0.01,100,0.949002206325531,0.949267942284003,0.949021632251721,0.949144771288047
"2336","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,0.001,100,0.945676267147064,0.945923109675423,0.945653883972468,0.945788477664673
"2337","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,1e-04,100,0.876940131187439,0.879737155393677,0.876892822025565,0.878312685938857
"2338","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,0.01,100,0.945676267147064,0.946310410020087,0.945678466076696,0.94599433251047
"2339","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,0.001,100,0.94345897436142,0.943755848696919,0.943436578171092,0.943596186427308
"2340","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,1e-04,100,0.883592009544373,0.886269678579977,0.883500491642085,0.884882918616074
"2341","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,0.01,100,0.951219499111176,0.951719789748644,0.951234021632252,0.951476843689295
"2342","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,0.001,100,0.937915742397308,0.938117033459066,0.937935103244838,0.938026059530608
"2343","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,1e-04,100,0.874722838401794,0.883844175433644,0.874773844641101,0.879285619255592
"2344","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,0.01,100,0.957871377468109,0.958035624892728,0.957890855457227,0.957963234705511
"2345","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,0.001,100,0.944567620754242,0.944795208238696,0.944552605703048,0.944673891395129
"2346","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,1e-04,100,0.889135241508484,0.891637280768764,0.889075712881023,0.890354654408382
"2347","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,0.01,100,0.954545438289642,0.954611824987255,0.954557522123894,0.954584672783301
"2348","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,0.001,100,0.949002206325531,0.949101734432401,0.948987217305801,0.949044472414528
"2349","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,1e-04,100,0.885809302330017,0.891421915941986,0.885683382497542,0.888543383937025
"2350","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,0.01,100,0.934589803218842,0.938375780186509,0.934552605703048,0.936460290856679
"2351","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,0.001,100,0.955654084682465,0.955662888579795,0.955653883972468,0.95565838625492
"2352","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,1e-04,100,0.913525491952896,0.914226321915426,0.913480825958702,0.913853421898423
"2353","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,0.01,100,0.917107661565145,0.920740527092989,0.917102589314979,0.918917957626993
"2354","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,0.001,100,0.90824834505717,0.911128926159651,0.908233366109472,0.909678841956873
"2355","ro","d_fr_sec",676,20000,"MLP",2,16,0.2,1e-04,100,0.865380644798279,0.869222915584986,0.865296624057686,0.867255326007126
"2356","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,0.01,100,0.917110939820608,0.921280137706025,0.917118977384464,0.919194848215513
"2357","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,0.001,100,0.916380047798157,0.92108674639259,0.916355293346444,0.918714928072485
"2358","ro","d_fr_sec",676,20000,"MLP",2,32,0.2,1e-04,100,0.866111516952515,0.870936570012739,0.866073418551295,0.868498186537015
"2359","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,0.01,100,0.905265669027964,0.910622725428681,0.905267125532612,0.907937027851219
"2360","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,0.001,100,0.914156198501587,0.919019835962278,0.914139626352016,0.916573235146753
"2361","ro","d_fr_sec",676,20000,"MLP",2,64,0.2,1e-04,100,0.875726362069448,0.875944833800302,0.875716158636513,0.875830481291909
"2362","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,0.01,100,0.889715035756429,0.901869999773226,0.889721402818748,0.89575451210303
"2363","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,0.001,100,0.91119650999705,0.916064937441523,0.911183218616847,0.913617556972205
"2364","ro","d_fr_sec",676,20000,"MLP",2,128,0.2,1e-04,100,0.866844038168589,0.874422543344752,0.866758439855785,0.870573624174408
"2365","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,0.01,100,0.904516696929932,0.911130514425718,0.90451655195018,0.907811486656319
"2366","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,0.001,100,0.904536426067352,0.912093635014007,0.904496886266798,0.908279376325569
"2367","ro","d_fr_sec",676,20000,"MLP",3,16,0.2,1e-04,100,0.855734586715698,0.868137046498135,0.855801376597837,0.861925077502985
"2368","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,0.01,100,0.913403948148092,0.917286146728119,0.913372664700098,0.915325222700461
"2369","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,0.001,100,0.903045078118642,0.911031739781297,0.903035070468699,0.907015779886574
"2370","ro","d_fr_sec",676,20000,"MLP",3,32,0.2,1e-04,100,0.863140344619751,0.870851879363671,0.86304490331039,0.866930815644029
"2371","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,0.01,100,0.885996540387472,0.907941984254822,0.885965257292691,0.89681900497067
"2372","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,0.001,100,0.908225337664286,0.913799818922447,0.90821370042609,0.91099819642281
"2373","ro","d_fr_sec",676,20000,"MLP",3,64,0.2,1e-04,100,0.866840759913127,0.874062371951473,0.866755162241888,0.870393430821427
"2374","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,0.01,100,0.912666499614716,0.914168032135912,0.912622091117666,0.913394407492085
"2375","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,0.001,100,0.911178449789683,0.917216175462053,0.91117994100295,0.914188094273894
"2376","ro","d_fr_sec",676,20000,"MLP",3,128,0.2,1e-04,100,0.893454889456431,0.898157235839785,0.893425106522452,0.895784921664324
"2377","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,0.01,100,0.863260686397552,0.867075107110103,0.863299013299013,0.865182940030689
"2378","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,0.001,100,0.832456827163696,0.839352705318463,0.832510329878751,0.835917515823141
"2379","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,1e-04,100,0.757325291633606,0.758846351291801,0.757296394138499,0.758070580452289
"2380","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,0.01,100,0.853493630886078,0.862142216178212,0.853551671972725,0.857825437485553
"2381","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,0.001,100,0.842223882675171,0.848016437852978,0.842272347535505,0.845134632653868
"2382","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,1e-04,100,0.750563502311707,0.750674301978856,0.750555442660706,0.750614867614459
"2383","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,0.01,100,0.828700244426727,0.836587006574385,0.828757705073495,0.832653951837797
"2384","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,0.001,100,0.841472566127777,0.848554014194857,0.841526112578744,0.845025451239026
"2385","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,1e-04,100,0.757325291633606,0.75739532047518,0.757331391541918,0.757363354659491
"2386","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,0.01,100,0.823441028594971,0.834100893556691,0.823508094560726,0.828770647900968
"2387","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,0.001,100,0.840721249580383,0.847338890448727,0.840773103930999,0.844043228619786
"2388","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,1e-04,100,0.765589773654938,0.765675606087298,0.76559642349116,0.76563601274195
"2389","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,0.01,100,0.816679179668427,0.841040244637614,0.816779561516404,0.828732386575118
"2390","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,0.001,100,0.848985731601715,0.854213927270228,0.849031362189257,0.851614760081247
"2391","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,1e-04,100,0.743801653385162,0.763750617030531,0.743698209487683,0.753591042546553
"2392","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,0.01,100,0.842223882675171,0.844652236192901,0.842255413308045,0.843452122001676
"2393","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,0.001,100,0.854996263980865,0.859793656386859,0.855039626092258,0.857410051443258
"2394","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,1e-04,100,0.769346356391907,0.769448472446209,0.769353564090406,0.769401015341487
"2395","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,0.01,100,0.84598046541214,0.859892922556709,0.846054325001693,0.852917494616191
"2396","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,0.001,100,0.847483098506927,0.854381650987489,0.847535505430242,0.850944808528945
"2397","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,1e-04,100,0.791134476661682,0.794199172320651,0.791172751699067,0.792683073343282
"2398","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,0.01,100,0.839218616485596,0.849080514242969,0.839281762965973,0.844152704088999
"2399","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,0.001,100,0.855747580528259,0.862351683222958,0.85579827948249,0.859062483287503
"2400","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,1e-04,100,0.813673913478851,0.819503081309787,0.813724626882522,0.816603631842576
"2401","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,0.01,100,0.877535670995712,0.880729071609631,0.87754521438732,0.879134260357555
"2402","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,0.001,100,0.842975229024887,0.846814122273961,0.842977940346361,0.844891676841908
"2403","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,1e-04,100,0.748309552669525,0.751056527803365,0.748324075955655,0.749687812087031
"2404","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,0.01,100,0.870398193597794,0.874255841191697,0.870402357244463,0.87232484355971
"2405","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,0.001,100,0.859879791736603,0.8640233880611,0.859886201991465,0.861949830639324
"2406","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,1e-04,100,0.752441763877869,0.756236940039018,0.752457720878773,0.754342597063255
"2407","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,0.01,100,0.853493630886078,0.856719980024321,0.853488450856872,0.855101162368067
"2408","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,0.001,100,0.854996234178543,0.861039002907992,0.854995032626612,0.858006374162337
"2409","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,1e-04,100,0.757700949907303,0.757939447388457,0.757711847185531,0.75782563019802
"2410","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,0.01,100,0.840345621109009,0.854627174760483,0.840376278534173,0.84744181879202
"2411","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,0.001,100,0.858752816915512,0.864723380527745,0.858758382442593,0.861730559008041
"2412","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,1e-04,100,0.765589773654938,0.765601550714058,0.765591907697171,0.76559672917525
"2413","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,0.01,100,0.851239681243896,0.865751563014289,0.851250874935086,0.85843998727515
"2414","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,0.001,100,0.867768615484238,0.871882103502943,0.867770213822845,0.869821299175578
"2415","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,1e-04,100,0.756198346614838,0.773496685331533,0.756202443044548,0.764751802866637
"2416","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,0.01,100,0.855371922254562,0.866370417651713,0.855396938291675,0.860848708889242
"2417","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,0.001,100,0.867017269134521,0.871863941796226,0.867021156494841,0.869435805580505
"2418","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,1e-04,100,0.777610808610916,0.778996978291649,0.777620289462395,0.778308025097918
"2419","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,0.01,100,0.864387661218643,0.87485057006763,0.864376594639753,0.869582044161473
"2420","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,0.001,100,0.868519932031631,0.873539116333847,0.868524351419088,0.871024516037504
"2421","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,1e-04,100,0.804282486438751,0.805614872377475,0.804291133238502,0.804952458588232
"2422","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,0.01,100,0.864763349294662,0.867471899932213,0.864790354264038,0.866129051578916
"2423","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,0.001,100,0.868895590305328,0.874673030248113,0.868894082051977,0.871773979162151
"2424","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,1e-04,100,0.836213380098343,0.840628648732651,0.836221183589605,0.838419123827011
"2425","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,0.01,100,0.882023255030314,0.885831921065913,0.882021871495556,0.883922790602485
"2426","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,0.001,100,0.853963812192281,0.856913562196426,0.853968253968254,0.855438372886607
"2427","uk","d_fr_eco",1996,20000,"MLP",2,16,0.2,1e-04,100,0.748252093791962,0.752277157760579,0.748267816688869,0.750267130898822
"2428","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,0.01,100,0.888785064220428,0.890792468113813,0.88878954142112,0.889789877616452
"2429","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,0.001,100,0.865739464759827,0.869111144944303,0.865744692060482,0.867424652235312
"2430","uk","d_fr_eco",1996,20000,"MLP",2,32,0.2,1e-04,100,0.760525087515513,0.762526301472471,0.760519918414655,0.761521788390441
"2431","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,0.01,100,0.875009099642436,0.878989619245642,0.875010725010725,0.8769956591304
"2432","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,0.001,100,0.871752063433329,0.875792978667839,0.871754837544311,0.873769242544543
"2433","uk","d_fr_eco",1996,20000,"MLP",2,64,0.2,1e-04,100,0.767539819081624,0.768468370447827,0.767535957009641,0.768001880723405
"2434","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,0.01,100,0.870501756668091,0.875669355123609,0.870512994197205,0.873083561464106
"2435","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,0.001,100,0.874758839607239,0.879386163886203,0.87476085107664,0.87706740949807
"2436","uk","d_fr_eco",1996,20000,"MLP",2,128,0.2,1e-04,100,0.778813103834788,0.779065643207237,0.778814152498363,0.778939877553552
"2437","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,0.01,100,0.877764463424683,0.882013959982648,0.877767240925136,0.879885476344502
"2438","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,0.001,100,0.875258584817251,0.878959678230919,0.875262480525638,0.877107183272302
"2439","uk","d_fr_eco",1996,20000,"MLP",3,16,0.2,1e-04,100,0.735984961191813,0.770111539097944,0.736092107144739,0.752717638103165
"2440","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,0.01,100,0.869748751322428,0.874981210622806,0.869764125027283,0.872364867837976
"2441","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,0.001,100,0.880520045757294,0.884919450955334,0.880521875258717,0.882715186099175
"2442","uk","d_fr_eco",1996,20000,"MLP",3,32,0.2,1e-04,100,0.781820257504781,0.782136526986934,0.781816026552869,0.781976243929862
"2443","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,0.01,100,0.865482072035472,0.873794187651018,0.865503097082045,0.869628880884861
"2444","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,0.001,100,0.886782308419546,0.890064484868659,0.886786034154455,0.888422234991776
"2445","uk","d_fr_eco",1996,20000,"MLP",3,64,0.2,1e-04,100,0.817139585812887,0.818974457282709,0.817147598726546,0.818060008089221
"2446","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,0.01,100,0.873005946477254,0.875488113518552,0.872991788781262,0.87423816913423
"2447","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,0.001,100,0.877515534559886,0.881318686170348,0.877524140682035,0.879417320230585
"2448","uk","d_fr_eco",1996,20000,"MLP",3,128,0.2,1e-04,100,0.850957234700521,0.854504318262558,0.850962240435924,0.852729601084409
"2449","es","d_fr_eco",1274,20000,"MLP",2,16,0.2,0.01,100,0.792941153049469,0.797748003758954,0.792941176470588,0.795337327354432
"2450","es","d_fr_eco",1274,20000,"MLP",2,16,0.2,0.001,100,0.812941193580627,0.819523583412472,0.812941176470588,0.816219109186101
"2451","es","d_fr_eco",1274,20000,"MLP",2,16,0.2,1e-04,100,0.7835294008255,0.784038912707084,0.783529411764706,0.78378407943529
"2452","es","d_fr_eco",1274,20000,"MLP",2,32,0.2,0.01,100,0.78705883026123,0.794374801289912,0.787058823529412,0.790699889938256
"2453","es","d_fr_eco",1274,20000,"MLP",2,32,0.2,0.001,100,0.816470563411713,0.822906369156899,0.816470588235294,0.81967584606884
"2454","es","d_fr_eco",1274,20000,"MLP",2,32,0.2,1e-04,100,0.7835294008255,0.790108140872038,0.783529411764706,0.786805024842819
"2455","es","d_fr_eco",1274,20000,"MLP",2,64,0.2,0.01,100,0.789411783218384,0.79398366851127,0.789411764705882,0.791691116139746
"2456","es","d_fr_eco",1274,20000,"MLP",2,64,0.2,0.001,100,0.812941193580627,0.82091679157015,0.812941176470588,0.816909517690535
"2457","es","d_fr_eco",1274,20000,"MLP",2,64,0.2,1e-04,100,0.788235306739807,0.78900972016365,0.788235294117647,0.788622317019363
"2458","es","d_fr_eco",1274,20000,"MLP",2,128,0.2,0.01,100,0.747058808803558,0.796125975473801,0.747058823529412,0.770812329155693
"2459","es","d_fr_eco",1274,20000,"MLP",2,128,0.2,0.001,100,0.797647058963776,0.802906095589022,0.797647058823529,0.800267937234643
"2460","es","d_fr_eco",1274,20000,"MLP",2,128,0.2,1e-04,100,0.791764676570892,0.792037948308729,0.791764705882353,0.791901303525236
"2461","es","d_fr_eco",1274,20000,"MLP",3,16,0.2,0.01,100,0.78705883026123,0.802156177156177,0.787058823529412,0.794535788810235
"2462","es","d_fr_eco",1274,20000,"MLP",3,16,0.2,0.001,100,0.796470582485199,0.80402643411909,0.796470588235294,0.800230675840349
"2463","es","d_fr_eco",1274,20000,"MLP",3,16,0.2,1e-04,100,0.784705877304077,0.785060975609756,0.784705882352941,0.784883388818945
"2464","es","d_fr_eco",1274,20000,"MLP",3,32,0.2,0.01,100,0.754117667675018,0.796695625193919,0.754117647058824,0.774822141443966
"2465","es","d_fr_eco",1274,20000,"MLP",3,32,0.2,0.001,100,0.794117629528046,0.801613525911795,0.794117647058824,0.797847980700347
"2466","es","d_fr_eco",1274,20000,"MLP",3,32,0.2,1e-04,100,0.775294125080109,0.792472473178995,0.775294117647059,0.783789181945975
"2467","es","d_fr_eco",1274,20000,"MLP",3,64,0.2,0.01,100,0.73411762714386,0.781262263134441,0.734117647058824,0.756956602750476
"2468","es","d_fr_eco",1274,20000,"MLP",3,64,0.2,0.001,100,0.794117629528046,0.803571428571429,0.794117647058824,0.798816568047338
